name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt,lon,lat,data_source,region,country,source
FES_large_hydro_Chesterfield_2035,Z10,PQ,,0.006,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.387,53.224,,,,
FES_large_hydro_Stoke_Bardolph_2035,Z10,PQ,,0.581,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.051,52.96,,,,
FES_large_hydro_Berkswell_2035,Z11,PQ,,0.017,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.614,52.387,,,,
FES_large_hydro_Bishops_Wood_2035,Z11,PQ,,0.315,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.243,52.312,,,,
FES_large_hydro_Bushbury_2035,Z11,PQ,,0.003,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.115,52.636,,,,
FES_large_hydro_Cellarhead_2035,Z11,PQ,,0.022,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.086,53.041,,,,
FES_large_hydro_Drakelow_2035,Z11,PQ,,0.08,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.649,52.773,,,,
FES_large_hydro_Feckenham_2035,Z11,PQ,,0.425,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.972,52.252,,,,
FES_large_hydro_Grendon_2035,Z11,PQ,,0.064,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.726,52.243,,,,
FES_large_hydro_Rugeley_2035,Z11,PQ,,0.003,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.913,52.754,,,,
FES_large_hydro_Willington_2035,Z11,PQ,,0.856,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.549,52.856,,,,
FES_large_hydro_Eaton_Socon_2035,Z12,PQ,,0.049,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.303,52.215,,,,
FES_large_hydro_Norwich_Main_2035,Z12,PQ,,0.024,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,1.272,52.573,,,,
FES_large_hydro_Iron_Acton_2035,Z13,PQ,,0.097,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.481,51.569,,,,
FES_large_hydro_Margam_Grange_66kV_2035,Z13,PQ,,0.015,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.754,51.56,,,,
FES_large_hydro_Melksham_2035,Z13,PQ,,0.499,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.15,51.392,,,,
FES_large_hydro_Minety_2035,Z13,PQ,,5.099,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.001,51.607,,,,
FES_large_hydro_Pyle_2035,Z13,PQ,,0.033,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.688,51.536,,,,
FES_large_hydro_Rassau_2035,Z13,PQ,,9.132,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.226,51.809,,,,
FES_large_hydro_Seabank_2035,Z13,PQ,,0.067,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.67,51.536,,,,
FES_large_hydro_Swansea_North_2035,Z13,PQ,,61.473,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.961,51.683,,,,
FES_large_hydro_Upper_Boat_132kV_2035,Z13,PQ,,0.776,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.298,51.575,,,,
FES_large_hydro_Uskmouth_2035,Z13,PQ,,0.045,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.976,51.549,,,,
FES_large_hydro_Walham_2035,Z13,PQ,,0.008,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.266,51.872,,,,
FES_large_hydro_Acton_Lane_66kV_2035,Z14,PQ,,0.279,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.257,51.535,,,,
FES_large_hydro_Beddington_SPN_2035,Z14,PQ,,0.837,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.129,51.374,,,,
FES_large_hydro_Cowley_2035,Z14,PQ,,1.123,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.191,51.71,,,,
FES_large_hydro_Elstree_2035,Z14,PQ,,0.279,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.342,51.66,,,,
FES_large_hydro_Hurst_2035,Z14,PQ,,0.105,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.154,51.436,,,,
FES_large_hydro_Iver_132kV_2035,Z14,PQ,,0.36,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.498,51.542,,,,
FES_large_hydro_Mill_Hill_2035,Z14,PQ,,0.523,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.21,51.618,,,,
FES_large_hydro_New_Cross_66kV_2035,Z14,PQ,,0.174,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.061,51.484,,,,
FES_large_hydro_Rye_House_2035,Z14,PQ,,0.017,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.003,51.758,,,,
FES_large_hydro_Sundon_2035,Z14,PQ,,0.046,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.502,51.933,,,,
FES_large_hydro_Tottenham_2035,Z14,PQ,,0.256,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.049,51.604,,,,
FES_large_hydro_Warley_2035,Z14,PQ,,0.424,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.301,51.553,,,,
FES_large_hydro_West_Ham_2035,Z14,PQ,,0.465,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.002,51.52,,,,
FES_large_hydro_West_Weybridge_2035,Z14,PQ,,0.041,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.489,51.348,,,,
FES_large_hydro_Wimbledon_South_2035,Z14,PQ,,0.116,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.188,51.431,,,,
FES_large_hydro_Canterbury_2035,Z15,PQ,,0.004,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,1.094,51.292,,,,
FES_large_hydro_Rayleigh_2035,Z15,PQ,,0.046,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.569,51.594,,,,
FES_large_hydro_Bramley_2035,Z16,PQ,,0.124,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.077,51.335,,,,
FES_large_hydro_Fawley_2035,Z16,PQ,,6.369,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.33,50.821,,,,
FES_large_hydro_Fleet_2035,Z16,PQ,,19.397,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.881,51.25,,,,
FES_large_hydro_Lovedean_2035,Z16,PQ,,0.017,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.04,50.916,,,,
FES_large_hydro_Mannington_2035,Z16,PQ,,0.127,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.895,50.847,,,,
FES_large_hydro_Nursling_2035,Z16,PQ,,8.057,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.488,50.941,,,,
FES_large_hydro_Abham_2035,Z17,PQ,,1.917,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.729,50.472,,,,
FES_large_hydro_Alverdiscott_2035,Z17,PQ,,2.486,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.137,51.006,,,,
FES_large_hydro_Axminster_2035,Z17,PQ,,0.048,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.924,50.787,,,,
FES_large_hydro_Bridgewater_2035,Z17,PQ,,0.099,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.969,51.117,,,,
FES_large_hydro_Chickerell_2035,Z17,PQ,,0.042,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.489,50.624,,,,
FES_large_hydro_Exeter_2035,Z17,PQ,,0.38,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.406,50.767,,,,
FES_large_hydro_Indian_Queens_2035,Z17,PQ,,0.708,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.901,50.395,,,,
FES_large_hydro_Landulph_2035,Z17,PQ,,5.163,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.242,50.444,,,,
FES_large_hydro_Pembroke_2035,Z17,PQ,,0.548,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.987,51.682,,,,
FES_large_hydro_Taunton_2035,Z17,PQ,,0.151,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.153,51.017,,,,
FES_large_hydro_Ardmore_2035,Z1_2,PQ,,0.139,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-6.645,57.554,,,,
FES_large_hydro_Alness_2035,Z1_3,PQ,,6.153,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.274,57.708,,,,
FES_large_hydro_Brora_2035,Z1_3,PQ,,0.342,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.875,58.02,,,,
FES_large_hydro_Lairg_2035,Z1_3,PQ,,5.554,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.395,58.008,,,,
FES_large_hydro_Shin_2035,Z1_3,PQ,,20.55,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.404,57.938,,,,
FES_large_hydro_Thurso_2035,Z1_3,PQ,,0.139,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.509,58.572,,,,
FES_large_hydro_Beauly_2035,Z1_4,PQ,,20.872,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.49,57.468,,,,
FES_large_hydro_Broadford_2035,Z1_4,PQ,,3.17,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-5.936,57.248,,,,
FES_large_hydro_Ceannacroc_2035,Z1_4,PQ,,21.792,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.937,57.154,,,,
FES_large_hydro_DirectSHETL_Z1_4_2035,Z1_4,PQ,,725.0619999999998,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.660913712177493,57.31048447164838,,,,
FES_large_hydro_DirectSPTL_Z1_4_2035,Z1_4,PQ,,13.090481727574751,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-5.017984385004944,56.77179850308076,,,,
FES_large_hydro_Fasnakyle_2035,Z1_4,PQ,,31.779,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.789,57.323,,,,
FES_large_hydro_Fort_Augustus_2035,Z1_4,PQ,,18.869,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.715,57.137,,,,
FES_large_hydro_Fort_William_2035,Z1_4,PQ,,110.02,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-5.074,56.819,,,,
FES_large_hydro_Grudie_Bridge_2035,Z1_4,PQ,,49.696,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.83,57.615,,,,
FES_large_hydro_Inverness_2035,Z1_4,PQ,,9.294,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.241,57.452,,,,
FES_large_hydro_Kinlochleven_2035,Z1_4,PQ,,27.792,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.95,56.714,,,,
FES_large_hydro_Quoich_2035,Z1_4,PQ,,18.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-5.108,57.07,,,,
FES_large_hydro_Boat_of_Garten_2035,Z2,PQ,,9.492,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.723,57.249,,,,
FES_large_hydro_Bridge_of_Dun_2035,Z2,PQ,,0.17,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.557,56.72,,,,
FES_large_hydro_Dyce_2035,Z2,PQ,,0.041,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.181,57.211,,,,
FES_large_hydro_Elgin_2035,Z2,PQ,,0.056,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.317,57.662,,,,
FES_large_hydro_Fiddes_2035,Z2,PQ,,0.013,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.292,56.921,,,,
FES_large_hydro_Keith_2035,Z2,PQ,,2.721,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.933,57.538,,,,
FES_large_hydro_Lunanhead_2035,Z2,PQ,,1.608,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.865,56.654,,,,
FES_large_hydro_Nairn_2035,Z2,PQ,,40.567,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.845,57.574,,,,
FES_large_hydro_Tarland_2035,Z2,PQ,,2.404,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.788,57.152,,,,
FES_large_hydro_Willowdale_2035,Z2,PQ,,2.507,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.097,57.154,,,,
FES_large_hydro_Abernethy_2035,Z3,PQ,,1.475,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.294,56.339,,,,
FES_large_hydro_Ardkinglas_2035,Z3,PQ,,4.661,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.956,56.287,,,,
FES_large_hydro_Braco_West_2035,Z3,PQ,,5.251,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.878,56.276,,,,
FES_large_hydro_Burghmuir_2035,Z3,PQ,,0.959,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,large_hydro,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.488,56.397,,,,
