name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt,lon,lat,data_source,region,country,source
FES_solar_pv_Littlebrook_SPN_2035,Z14,PQ,,12.805,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.244,51.461,,,,
FES_solar_pv_Lodge_Road_St_Johns_Wood_2035,Z14,PQ,,16.401,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.171,51.528,,,,
FES_solar_pv_Loudwater_Amersham_2035,Z14,PQ,,25.208,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.655,51.664,,,,
FES_solar_pv_Mill_Hill_2035,Z14,PQ,,29.403,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.21,51.618,,,,
FES_solar_pv_New_Cross_66kV_2035,Z14,PQ,,58.869,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.061,51.484,,,,
FES_solar_pv_North_Hyde_2035,Z14,PQ,,42.345,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.411,51.499,,,,
FES_solar_pv_Northfleet_East_2035,Z14,PQ,,338.786,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.33,51.428,,,,
FES_solar_pv_Perivale_Willesden_66kV_2035,Z14,PQ,,7.59,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.257,51.535,,,,
FES_solar_pv_Redbridge_2035,Z14,PQ,,29.089,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.044,51.589,,,,
FES_solar_pv_Rye_House_2035,Z14,PQ,,179.839,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.003,51.758,,,,
FES_solar_pv_St_Johns_Wood_2035,Z14,PQ,,19.236,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.172,51.527,,,,
FES_solar_pv_Sundon_2035,Z14,PQ,,496.905,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.502,51.933,,,,
FES_solar_pv_Tottenham_2035,Z14,PQ,,51.559999999999995,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.049,51.604,,,,
FES_solar_pv_Warley_2035,Z14,PQ,,255.722,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.301,51.553,,,,
FES_solar_pv_Watford_South_2035,Z14,PQ,,79.272,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.405,51.642,,,,
FES_solar_pv_West_Ham_2035,Z14,PQ,,48.565999999999995,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.002,51.52,,,,
FES_solar_pv_West_Thurrock_2035,Z14,PQ,,23.070999999999998,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.289,51.472,,,,
FES_solar_pv_West_Weybridge_2035,Z14,PQ,,132.09799999999998,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.489,51.348,,,,
FES_solar_pv_Willesden_132kV_2035,Z14,PQ,,12.105,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.257,51.535,,,,
FES_solar_pv_Willesden_66kV_2035,Z14,PQ,,19.333,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.257,51.535,,,,
FES_solar_pv_Wimbledon_North_2035,Z14,PQ,,27.848,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.188,51.431,,,,
FES_solar_pv_Wimbledon_South_2035,Z14,PQ,,86.21000000000001,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.188,51.431,,,,
FES_solar_pv_Wymondley_2035,Z14,PQ,,222.709,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.25,51.929,,,,
FES_solar_pv_Canterbury_2035,Z15,PQ,,324.295,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,1.094,51.292,,,,
FES_solar_pv_Clacton_Bramford_2035,Z15,PQ,,74.557,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,1.179,51.826,,,,
FES_solar_pv_DirectNGET_Z15_2035,Z15,PQ,,1285.5380658598765,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.824030638529015,51.277385611069555,,,,
FES_solar_pv_Kemsley_2035,Z15,PQ,,320.143,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.741,51.367,,,,
FES_solar_pv_Kingsnorth_2035,Z15,PQ,,156.87400000000002,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.596,51.42,,,,
FES_solar_pv_Ninfield_2035,Z15,PQ,,401.549,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.45,50.881,,,,
FES_solar_pv_Rayleigh_2035,Z15,PQ,,492.581,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.569,51.594,,,,
FES_solar_pv_Richborough_2035,Z15,PQ,,264.939,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,1.346,51.309,,,,
FES_solar_pv_Sellindge_2035,Z15,PQ,,415.224,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.978,51.106,,,,
FES_solar_pv_Tilbury_2035,Z15,PQ,,267.43399999999997,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,0.392,51.461,,,,
FES_solar_pv_Bolney_2035,Z16,PQ,,389.947,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.236,50.974,,,,
FES_solar_pv_Botley_Wood_2035,Z16,PQ,,311.664,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.233,50.885,,,,
FES_solar_pv_Bramley_2035,Z16,PQ,,338.036,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.077,51.335,,,,
FES_solar_pv_DirectNGET_Z16_2035,Z16,PQ,,1784.8809548912297,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.1890668121683334,51.00688457975133,,,,
FES_solar_pv_Fawley_2035,Z16,PQ,,395.057,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.33,50.821,,,,
FES_solar_pv_Fleet_2035,Z16,PQ,,459.462,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-0.881,51.25,,,,
FES_solar_pv_Lovedean_2035,Z16,PQ,,704.741,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.04,50.916,,,,
FES_solar_pv_Mannington_2035,Z16,PQ,,1110.272,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.895,50.847,,,,
FES_solar_pv_Nursling_2035,Z16,PQ,,433.18600000000004,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-1.488,50.941,,,,
FES_solar_pv_Abham_2035,Z17,PQ,,690.1179999999999,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.729,50.472,,,,
FES_solar_pv_Alverdiscott_2035,Z17,PQ,,790.24,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.137,51.006,,,,
FES_solar_pv_Axminster_2035,Z17,PQ,,613.024,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.924,50.787,,,,
FES_solar_pv_Bridgewater_2035,Z17,PQ,,769.512,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.969,51.117,,,,
FES_solar_pv_Chickerell_2035,Z17,PQ,,408.884,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.489,50.624,,,,
FES_solar_pv_DirectNGET_Z17_2035,Z17,PQ,,2210.2168481084536,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.8249917380544725,50.71464719042239,,,,
FES_solar_pv_Exeter_2035,Z17,PQ,,647.992,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.406,50.767,,,,
FES_solar_pv_Indian_Queens_2035,Z17,PQ,,1059.274,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.901,50.395,,,,
FES_solar_pv_Landulph_2035,Z17,PQ,,560.269,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.242,50.444,,,,
FES_solar_pv_Pembroke_2035,Z17,PQ,,594.958,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.987,51.682,,,,
FES_solar_pv_Taunton_2035,Z17,PQ,,270.555,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.153,51.017,,,,
FES_solar_pv_Ardmore_2035,Z1_2,PQ,,45.407000000000004,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-6.645,57.554,,,,
FES_solar_pv_Dunvegan_2035,Z1_2,PQ,,3.791,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-6.531,57.428,,,,
FES_solar_pv_Alness_2035,Z1_3,PQ,,28.080000000000002,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.274,57.708,,,,
FES_solar_pv_Brora_2035,Z1_3,PQ,,3.84,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.875,58.02,,,,
FES_solar_pv_DirectSHETL_Z1_3_2035,Z1_3,PQ,,16.10083185840708,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.167337952529053,57.69288589101272,,,,
FES_solar_pv_Dounreay_2035,Z1_3,PQ,,20.493000000000002,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.754,58.576,,,,
FES_solar_pv_Lairg_2035,Z1_3,PQ,,15.371,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.395,58.008,,,,
FES_solar_pv_Mybster_2035,Z1_3,PQ,,31.23,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.422,58.445,,,,
FES_solar_pv_Shin_2035,Z1_3,PQ,,1.13,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.404,57.938,,,,
FES_solar_pv_Thurso_2035,Z1_3,PQ,,78.118,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.509,58.572,,,,
FES_solar_pv_Beauly_2035,Z1_4,PQ,,16.497,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.49,57.468,,,,
FES_solar_pv_Broadford_2035,Z1_4,PQ,,6.308,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-5.936,57.248,,,,
FES_solar_pv_DirectSPTL_Z1_4_2035,Z1_4,PQ,,1.4901127922971114,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-5.077542530194388,56.83680184114099,,,,
FES_solar_pv_Fasnakyle_2035,Z1_4,PQ,,2.875,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.789,57.323,,,,
FES_solar_pv_Fort_Augustus_2035,Z1_4,PQ,,10.051,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.715,57.137,,,,
FES_solar_pv_Fort_William_2035,Z1_4,PQ,,38.053000000000004,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-5.074,56.819,,,,
FES_solar_pv_Grudie_Bridge_2035,Z1_4,PQ,,26.381,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.83,57.615,,,,
FES_solar_pv_Inverness_2035,Z1_4,PQ,,25.009,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.241,57.452,,,,
FES_solar_pv_Kinlochleven_2035,Z1_4,PQ,,0.471,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-4.95,56.714,,,,
FES_solar_pv_Quoich_2035,Z1_4,PQ,,3.963,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-5.108,57.07,,,,
FES_solar_pv_Arbroath_2035,Z2,PQ,,91.309,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.619,56.564,,,,
FES_solar_pv_Boat_of_Garten_2035,Z2,PQ,,15.635000000000002,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.723,57.249,,,,
FES_solar_pv_Bridge_of_Dun_2035,Z2,PQ,,21.301,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.557,56.72,,,,
FES_solar_pv_Clayhills_2035,Z2,PQ,,6.213,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.099,57.14,,,,
FES_solar_pv_Craigiebuckler_2035,Z2,PQ,,1.316,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.153,57.131,,,,
FES_solar_pv_DirectSHETL_Z2_2035,Z2,PQ,,893.5961681415929,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.446103212854839,57.39627129440131,,,,
FES_solar_pv_DirectSPTL_Z2_2035,Z2,PQ,,125.41782668500687,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.6429256712448876,56.6399628077372,,,,
FES_solar_pv_Dyce_2035,Z2,PQ,,41.647000000000006,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.181,57.211,,,,
FES_solar_pv_Elgin_2035,Z2,PQ,,103.679,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-3.317,57.662,,,,
FES_solar_pv_Fiddes_2035,Z2,PQ,,55.154,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.292,56.921,,,,
FES_solar_pv_Fraserburgh_2035,Z2,PQ,,5.196,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.024,57.686,,,,
FES_solar_pv_Keith_2035,Z2,PQ,,69.75,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.933,57.538,,,,
FES_solar_pv_Kintore_2035,Z2,PQ,,87.346,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.374,57.213,,,,
FES_solar_pv_Lunanhead_2035,Z2,PQ,,81.642,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.865,56.654,,,,
FES_solar_pv_Macduff_2035,Z2,PQ,,59.516999999999996,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar_pv,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0,-2.491,57.659,,,,
