name,bus0,bus1,type,carrier,efficiency,active,build_year,lifetime,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_set,p_init,p_min_pu,p_max_pu,capital_cost,overnight_cost,discount_rate,fom_cost,marginal_cost,marginal_cost_quadratic,stand_by_cost,length,terrain_factor,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,delay,cyclic_delay,p_nom_opt,interconnector_name,counterparty_country,commissioning_year,source
H2_turbine_gen_H2_1075,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,26.466,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1076,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,19.442,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1077,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.596,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1078,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,54.579,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1079,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.731,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1080,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,29.07,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1081,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,12.759,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1082,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,29.264,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1083,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,2.431,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1084,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,14.292,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1085,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,1.994,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1086,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,253.174,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1087,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,1.171,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1088,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,18.834,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1089,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.362,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1090,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.236,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1091,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,23.32,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1092,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,9.13,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1093,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,94.052,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1094,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,56.53,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1095,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,18.134,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1096,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,9.916,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1097,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,10.17,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1098,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,74.954,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1099,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,96.63,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1100,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,7.588,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1101,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.037,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1102,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,21.168,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1103,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,2.81,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1104,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,27.68,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1105,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.366,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1106,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,1.732,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1107,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,27.972,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1108,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,53.71,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1109,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.103,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1110,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.086,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1111,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.389,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1112,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.325,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1113,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.342,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1114,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.053,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1115,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,13.001,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1116,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.127,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1117,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.244,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1118,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.2,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1119,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.2,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1120,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.2,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1121,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.045,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1122,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.022,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1123,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.633,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1124,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.499,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1125,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.168,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1126,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.067,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1127,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.508,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1128,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.394,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1129,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,4.471,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1130,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,3.616,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1131,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.001,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1132,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,2.833,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1133,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.306,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1134,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.057,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1135,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.813,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1136,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.813,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1137,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,3.039,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1138,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.194,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1139,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.143,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1140,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.155,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1141,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.001,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1142,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,4.407,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1143,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.915,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1144,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,59.146,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1145,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,5.713,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1146,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,25.756,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1147,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,41.364,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1148,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.6,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1149,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,3.505,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1150,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,17.454,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1151,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.587,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1152,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,17.122,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1153,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.445,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1154,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.027,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1155,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.532,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1156,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.08,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1157,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.03,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1158,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.05,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1159,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.29,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1160,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,7.288,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1161,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.123,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1162,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.066,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1163,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.434,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1164,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.42,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1165,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.048,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1166,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.076,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1167,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.331,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1168,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.234,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1169,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.018,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1170,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.018,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1171,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.192,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1172,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.283,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1173,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.222,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
H2_turbine_gen_H2_1174,GB_H2,Z10,,H2_turbine,0.5,True,0,inf,0.108,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,5.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,True,0.0,,,,
