name,bus,carrier,p_nom,FOR,MTTF_hours,MTTR_hours
FES_solar_pv_East_Kilbride_2035,Z5,solar_pv,26.328,9.99999000001e-7,1000000,1
FES_solar_pv_Easterhouse_2035,Z5,solar_pv,19.473,9.99999000001e-7,1000000,1
FES_solar_pv_Elderslie_2035,Z5,solar_pv,10.988,9.99999000001e-7,1000000,1
FES_solar_pv_Erskine_2035,Z5,solar_pv,4.179,9.99999000001e-7,1000000,1
FES_solar_pv_Giffnock_2035,Z5,solar_pv,8.985,9.99999000001e-7,1000000,1
FES_solar_pv_Glenniston_2035,Z5,solar_pv,30.388,9.99999000001e-7,1000000,1
FES_solar_pv_Gorgie_2035,Z5,solar_pv,2.035,9.99999000001e-7,1000000,1
FES_solar_pv_Govan_2035,Z5,solar_pv,7.896,9.99999000001e-7,1000000,1
FES_solar_pv_Grangemouth_A_2035,Z5,solar_pv,8.666,9.99999000001e-7,1000000,1
FES_solar_pv_Grangemouth_C_2035,Z5,solar_pv,11.305,9.99999000001e-7,1000000,1
FES_solar_pv_Haggs_Road_2035,Z5,solar_pv,4.326,9.99999000001e-7,1000000,1
FES_solar_pv_Helensburgh_2035,Z5,solar_pv,5.94,9.99999000001e-7,1000000,1
FES_solar_pv_Inverkeithing_2035,Z5,solar_pv,36.584,9.99999000001e-7,1000000,1
FES_solar_pv_Johnstone_2035,Z5,solar_pv,12.401,9.99999000001e-7,1000000,1
FES_solar_pv_Kaimes_2035,Z5,solar_pv,52.647,9.99999000001e-7,1000000,1
FES_solar_pv_Kilbowie_11_2035,Z5,solar_pv,4.196,9.99999000001e-7,1000000,1
FES_solar_pv_Kilbowie_33_2035,Z5,solar_pv,26.866,9.99999000001e-7,1000000,1
FES_solar_pv_Killermont_2035,Z5,solar_pv,33.146,9.99999000001e-7,1000000,1
FES_solar_pv_Kilwinning_2035,Z5,solar_pv,13.995999999999999,9.99999000001e-7,1000000,1
FES_solar_pv_Livingston_East_2035,Z5,solar_pv,22.005,9.99999000001e-7,1000000,1
FES_solar_pv_Maybole_2035,Z5,solar_pv,10.205,9.99999000001e-7,1000000,1
FES_solar_pv_Newarthill_2035,Z5,solar_pv,8.702,9.99999000001e-7,1000000,1
FES_solar_pv_Paisley_2035,Z5,solar_pv,1.599,9.99999000001e-7,1000000,1
FES_solar_pv_Partick_2035,Z5,solar_pv,1.031,9.99999000001e-7,1000000,1
FES_solar_pv_Port_Dundas_2035,Z5,solar_pv,29.352000000000004,9.99999000001e-7,1000000,1
FES_solar_pv_Portobello_2035,Z5,solar_pv,16.548000000000002,9.99999000001e-7,1000000,1
FES_solar_pv_Redhouse_2035,Z5,solar_pv,68.096,9.99999000001e-7,1000000,1
FES_solar_pv_Shrubhill_2035,Z5,solar_pv,1.975,9.99999000001e-7,1000000,1
FES_solar_pv_Sighthill_2035,Z5,solar_pv,17.324,9.99999000001e-7,1000000,1
FES_solar_pv_Strathaven_2035,Z5,solar_pv,11.44,9.99999000001e-7,1000000,1
FES_solar_pv_Strathleven_2035,Z5,solar_pv,44.945,9.99999000001e-7,1000000,1
FES_solar_pv_Telford_Road_2035,Z5,solar_pv,7.8420000000000005,9.99999000001e-7,1000000,1
FES_solar_pv_Westfield_2035,Z5,solar_pv,31.315,9.99999000001e-7,1000000,1
FES_solar_pv_Whitehouse_2035,Z5,solar_pv,6.301,9.99999000001e-7,1000000,1
FES_solar_pv_Wishaw_2035,Z5,solar_pv,22.123,9.99999000001e-7,1000000,1
FES_solar_pv_Carsfad_2035,Z6,solar_pv,2.639,9.99999000001e-7,1000000,1
FES_solar_pv_Chapelcross_2035,Z6,solar_pv,23.737,9.99999000001e-7,1000000,1
FES_solar_pv_DirectNGET_Z6_2035,Z6,solar_pv,53.66625243450017,9.99999000001e-7,1000000,1
FES_solar_pv_Dumfries_11_2035,Z6,solar_pv,9.547,9.99999000001e-7,1000000,1
FES_solar_pv_Dumfries_33_2035,Z6,solar_pv,12.186,9.99999000001e-7,1000000,1
FES_solar_pv_Dumfries_ICI_2035,Z6,solar_pv,9.547,9.99999000001e-7,1000000,1
FES_solar_pv_Earlstoun_2035,Z6,solar_pv,2.639,9.99999000001e-7,1000000,1
FES_solar_pv_Eccles_2035,Z6,solar_pv,37.36,9.99999000001e-7,1000000,1
FES_solar_pv_Galashiels_2035,Z6,solar_pv,26.832,9.99999000001e-7,1000000,1
FES_solar_pv_Glenlee_2035,Z6,solar_pv,2.639,9.99999000001e-7,1000000,1
FES_solar_pv_Glenluce_2035,Z6,solar_pv,16.661,9.99999000001e-7,1000000,1
FES_solar_pv_Harker_2035,Z6,solar_pv,296.554,9.99999000001e-7,1000000,1
FES_solar_pv_Hawick_2035,Z6,solar_pv,13.199,9.99999000001e-7,1000000,1
FES_solar_pv_Kendoon_2035,Z6,solar_pv,2.639,9.99999000001e-7,1000000,1
FES_solar_pv_Newton_Stewart_2035,Z6,solar_pv,2.639,9.99999000001e-7,1000000,1
FES_solar_pv_Tongland_2035,Z6,solar_pv,53.781000000000006,9.99999000001e-7,1000000,1
FES_solar_pv_Berwick_2035,Z7,solar_pv,25.551,9.99999000001e-7,1000000,1
FES_solar_pv_Blyth_132kV_2035,Z7,solar_pv,108.309,9.99999000001e-7,1000000,1
FES_solar_pv_Blyth_66kV_2035,Z7,solar_pv,151.52100000000002,9.99999000001e-7,1000000,1
FES_solar_pv_DirectNGET_Z7_2035,Z7,solar_pv,231.15041889101235,9.99999000001e-7,1000000,1
FES_solar_pv_Fourstones_2035,Z7,solar_pv,64.525,9.99999000001e-7,1000000,1
FES_solar_pv_Hartmoor_2035,Z7,solar_pv,65.25200000000001,9.99999000001e-7,1000000,1
FES_solar_pv_Hawthorn_Pit_2035,Z7,solar_pv,111.796,9.99999000001e-7,1000000,1
FES_solar_pv_Hutton_2035,Z7,solar_pv,259.899,9.99999000001e-7,1000000,1
FES_solar_pv_Norton_2035,Z7,solar_pv,337.45000000000005,9.99999000001e-7,1000000,1
FES_solar_pv_Offerton_2035,Z7,solar_pv,31.829,9.99999000001e-7,1000000,1
FES_solar_pv_Saltholme_2035,Z7,solar_pv,62.651,9.99999000001e-7,1000000,1
FES_solar_pv_South_Shields_2035,Z7,solar_pv,54.69199999999999,9.99999000001e-7,1000000,1
FES_solar_pv_Spennymoor_2035,Z7,solar_pv,183.869,9.99999000001e-7,1000000,1
FES_solar_pv_Stella_North_2035,Z7,solar_pv,91.747,9.99999000001e-7,1000000,1
FES_solar_pv_Stella_South_2035,Z7,solar_pv,167.99099999999999,9.99999000001e-7,1000000,1
FES_solar_pv_Tynemouth_132kV_2035,Z7,solar_pv,111.138,9.99999000001e-7,1000000,1
FES_solar_pv_West_Boldon_2035,Z7,solar_pv,106.777,9.99999000001e-7,1000000,1
FES_solar_pv_Bradford_West_2035,Z8,solar_pv,145.62099999999998,9.99999000001e-7,1000000,1
FES_solar_pv_Camblesforth_66kV_Drax_2035,Z8,solar_pv,508.257,9.99999000001e-7,1000000,1
FES_solar_pv_Creyke_Beck_2035,Z8,solar_pv,338.095,9.99999000001e-7,1000000,1
FES_solar_pv_DirectNGET_Z8_2035,Z8,solar_pv,245.3226275080542,9.99999000001e-7,1000000,1
FES_solar_pv_Elland_2035,Z8,solar_pv,137.516,9.99999000001e-7,1000000,1
FES_solar_pv_Ferrybridge_A_2035,Z8,solar_pv,90.578,9.99999000001e-7,1000000,1
FES_solar_pv_Ferrybridge_B_2035,Z8,solar_pv,249.161,9.99999000001e-7,1000000,1
FES_solar_pv_Jordanthorpe_2035,Z8,solar_pv,29.542,9.99999000001e-7,1000000,1
FES_solar_pv_Keadby_2035,Z8,solar_pv,407.265,9.99999000001e-7,1000000,1
FES_solar_pv_Kirkstall_B_2035,Z8,solar_pv,60.818999999999996,9.99999000001e-7,1000000,1
FES_solar_pv_Knaresborough_2035,Z8,solar_pv,130.889,9.99999000001e-7,1000000,1
FES_solar_pv_Lackenby_2035,Z8,solar_pv,132.25900000000001,9.99999000001e-7,1000000,1
FES_solar_pv_Neepsend_2035,Z8,solar_pv,40.239999999999995,9.99999000001e-7,1000000,1
FES_solar_pv_Norton_Lees_2035,Z8,solar_pv,25.141,9.99999000001e-7,1000000,1
FES_solar_pv_Osbaldwick_2035,Z8,solar_pv,236.13,9.99999000001e-7,1000000,1
FES_solar_pv_Pitsmoor_2035,Z8,solar_pv,33.052,9.99999000001e-7,1000000,1
FES_solar_pv_Poppleton_2035,Z8,solar_pv,51.203,9.99999000001e-7,1000000,1
FES_solar_pv_Saltend_North_2035,Z8,solar_pv,101.55099999999999,9.99999000001e-7,1000000,1
FES_solar_pv_Sheffield_City_2035,Z8,solar_pv,19.264,9.99999000001e-7,1000000,1
FES_solar_pv_Skelton_Grange_2035,Z8,solar_pv,215.43900000000002,9.99999000001e-7,1000000,1
FES_solar_pv_Templeborough_2035,Z8,solar_pv,16.703,9.99999000001e-7,1000000,1
FES_solar_pv_Thorpe_Marsh_2035,Z8,solar_pv,323.954,9.99999000001e-7,1000000,1
FES_solar_pv_Thurcroft_2035,Z8,solar_pv,97.683,9.99999000001e-7,1000000,1
FES_solar_pv_West_Melton_2035,Z8,solar_pv,145.89000000000001,9.99999000001e-7,1000000,1
FES_solar_pv_Wincobank_2035,Z8,solar_pv,16.703,9.99999000001e-7,1000000,1
FES_solar_pv_Birkenhead_2035,Z9,solar_pv,64.95100000000001,9.99999000001e-7,1000000,1
FES_solar_pv_Bredbury_2035,Z9,solar_pv,102.924,9.99999000001e-7,1000000,1
FES_solar_pv_Capenhurst_2035,Z9,solar_pv,77.99,9.99999000001e-7,1000000,1
FES_solar_pv_Carrington_2035,Z9,solar_pv,57.831,9.99999000001e-7,1000000,1
FES_solar_pv_Connahs_Quay_2035,Z9,solar_pv,288.532,9.99999000001e-7,1000000,1
FES_solar_pv_DirectNGET_Z9_2035,Z9,solar_pv,665.0451540913269,9.99999000001e-7,1000000,1
FES_solar_pv_Fiddlers_Ferry_Cuerdley_132kV_2035,Z9,solar_pv,130.875,9.99999000001e-7,1000000,1
FES_solar_pv_Frodsham_2035,Z9,solar_pv,212.73700000000002,9.99999000001e-7,1000000,1
FES_solar_pv_Heysham_NGET_2035,Z9,solar_pv,190.562,9.99999000001e-7,1000000,1
FES_solar_pv_Kearsley_132kV_2035,Z9,solar_pv,191.415,9.99999000001e-7,1000000,1
FES_solar_pv_Kearsley_33kV_2035,Z9,solar_pv,24.783,9.99999000001e-7,1000000,1
FES_solar_pv_Kirkby_SPEN_2035,Z9,solar_pv,117.265,9.99999000001e-7,1000000,1
FES_solar_pv_Legacy_2035,Z9,solar_pv,350.743,9.99999000001e-7,1000000,1
FES_solar_pv_Lister_Drive_2035,Z9,solar_pv,105.235,9.99999000001e-7,1000000,1
FES_solar_pv_Macclesfield_2035,Z9,solar_pv,67.98400000000001,9.99999000001e-7,1000000,1
FES_solar_pv_Padiham_2035,Z9,solar_pv,129.05100000000002,9.99999000001e-7,1000000,1
FES_solar_pv_Pentir_2035,Z9,solar_pv,313.484,9.99999000001e-7,1000000,1
FES_solar_pv_Penwortham_East_2035,Z9,solar_pv,158.701,9.99999000001e-7,1000000,1
FES_solar_pv_Penwortham_West_2035,Z9,solar_pv,183.31099999999998,9.99999000001e-7,1000000,1
FES_solar_pv_Rainhill_2035,Z9,solar_pv,84.228,9.99999000001e-7,1000000,1
FES_solar_pv_Rochdale_2035,Z9,solar_pv,101.103,9.99999000001e-7,1000000,1
FES_solar_pv_South_Manchester_2035,Z9,solar_pv,92.907,9.99999000001e-7,1000000,1
FES_solar_pv_Stalybridge_2035,Z9,solar_pv,156.343,9.99999000001e-7,1000000,1
FES_solar_pv_Stanah_2035,Z9,solar_pv,106.801,9.99999000001e-7,1000000,1
FES_solar_pv_Trawsfynydd_2035,Z9,solar_pv,118.5,9.99999000001e-7,1000000,1
FES_solar_pv_Washway_Farm_2035,Z9,solar_pv,20.279,9.99999000001e-7,1000000,1
FES_solar_pv_Whitegate_2035,Z9,solar_pv,122.709,9.99999000001e-7,1000000,1
FES_solar_pv_Wylfa_2035,Z9,solar_pv,185.20000000000002,9.99999000001e-7,1000000,1
FES_wind_offshore_Bicker_Fen_2035,Z10,wind_offshore,211.064,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectNGET_Z10_2035,Z10,wind_offshore,24225.353026691486,9.99999000001e-7,1000000,1
FES_wind_offshore_Bramford_2035,Z12,wind_offshore,13.029,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectNGET_Z12_2035,Z12,wind_offshore,3359.8694147076903,9.99999000001e-7,1000000,1
FES_wind_offshore_Norwich_Main_2035,Z12,wind_offshore,82.515,9.99999000001e-7,1000000,1
FES_wind_offshore_Canterbury_2035,Z15,wind_offshore,151.458,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectNGET_Z15_2035,Z15,wind_offshore,9164.977125674868,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectNGET_Z16_2035,Z16,wind_offshore,1736.366622587954,9.99999000001e-7,1000000,1
FES_wind_offshore_Indian_Queens_2035,Z17,wind_offshore,0.109,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectSHETL_Z1_3_2035,Z1_3,wind_offshore,8333.544900883688,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectSHETL_Z2_2035,Z2,wind_offshore,15005.955099116314,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectSPTL_Z2_2035,Z2,wind_offshore,12776.466637207246,9.99999000001e-7,1000000,1
FES_wind_offshore_Peterhead_Grange_2035,Z2,wind_offshore,30.0,9.99999000001e-7,1000000,1
FES_wind_offshore_Redmoss_2035,Z2,wind_offshore,49.6,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectSPTL_Z5_2035,Z5,wind_offshore,79.53336279275298,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectNGET_Z6_2035,Z6,wind_offshore,755.3194808257599,9.99999000001e-7,1000000,1
FES_wind_offshore_Blyth_66kV_2035,Z7,wind_offshore,49.183,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectNGET_Z7_2035,Z7,wind_offshore,449.28486359463307,9.99999000001e-7,1000000,1
FES_wind_offshore_Lackenby_2035,Z8,wind_offshore,67.315,9.99999000001e-7,1000000,1
FES_wind_offshore_Connahs_Quay_2035,Z9,wind_offshore,99.886,9.99999000001e-7,1000000,1
FES_wind_offshore_DirectNGET_Z9_2035,Z9,wind_offshore,11847.229465917611,9.99999000001e-7,1000000,1
FES_wind_offshore_Pentir_2035,Z9,wind_offshore,65.143,9.99999000001e-7,1000000,1
FES_wind_onshore_Bicker_Fen_2035,Z10,wind_onshore,1.596,9.99999000001e-7,1000000,1
FES_wind_onshore_Chesterfield_2035,Z10,wind_onshore,53.554,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectNGET_Z10_2035,Z10,wind_onshore,103.45981721286573,9.99999000001e-7,1000000,1
FES_wind_onshore_Grimsby_West_2035,Z10,wind_onshore,51.241,9.99999000001e-7,1000000,1
FES_wind_onshore_Staythorpe_2035,Z10,wind_onshore,9.315,9.99999000001e-7,1000000,1
FES_wind_onshore_Stoke_Bardolph_2035,Z10,wind_onshore,6.785,9.99999000001e-7,1000000,1
FES_wind_onshore_West_Burton_2035,Z10,wind_onshore,4.737,9.99999000001e-7,1000000,1
FES_wind_onshore_Berkswell_2035,Z11,wind_onshore,0.063,9.99999000001e-7,1000000,1
FES_wind_onshore_Bishops_Wood_2035,Z11,wind_onshore,65.856,9.99999000001e-7,1000000,1
FES_wind_onshore_Bushbury_2035,Z11,wind_onshore,9.802,9.99999000001e-7,1000000,1
FES_wind_onshore_Cellarhead_2035,Z11,wind_onshore,5.598,9.99999000001e-7,1000000,1
FES_wind_onshore_Coventry_2035,Z11,wind_onshore,169.167,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectNGET_Z11_2035,Z11,wind_onshore,88.79143708788727,9.99999000001e-7,1000000,1
FES_wind_onshore_Drakelow_2035,Z11,wind_onshore,2.282,9.99999000001e-7,1000000,1
FES_wind_onshore_Enderby_2035,Z11,wind_onshore,4.009,9.99999000001e-7,1000000,1
FES_wind_onshore_Feckenham_2035,Z11,wind_onshore,1.025,9.99999000001e-7,1000000,1
FES_wind_onshore_Grendon_2035,Z11,wind_onshore,200.42499999999998,9.99999000001e-7,1000000,1
FES_wind_onshore_Hams_Hall_Lea_Marston_132kV_2035,Z11,wind_onshore,0.243,9.99999000001e-7,1000000,1
FES_wind_onshore_Ironbridge_2035,Z11,wind_onshore,0.81,9.99999000001e-7,1000000,1
FES_wind_onshore_Ocker_Hill_2035,Z11,wind_onshore,0.006,9.99999000001e-7,1000000,1
FES_wind_onshore_Penn_2035,Z11,wind_onshore,0.014,9.99999000001e-7,1000000,1
FES_wind_onshore_Ratcliffe_2035,Z11,wind_onshore,21.916999999999998,9.99999000001e-7,1000000,1
FES_wind_onshore_Rugeley_2035,Z11,wind_onshore,3.471,9.99999000001e-7,1000000,1
FES_wind_onshore_Shrewsbury_2035,Z11,wind_onshore,6.949,9.99999000001e-7,1000000,1
FES_wind_onshore_Willenhall_2035,Z11,wind_onshore,0.004,9.99999000001e-7,1000000,1
FES_wind_onshore_Willington_2035,Z11,wind_onshore,44.299,9.99999000001e-7,1000000,1
FES_wind_onshore_Braintree_2035,Z12,wind_onshore,0.173,9.99999000001e-7,1000000,1
FES_wind_onshore_Bramford_2035,Z12,wind_onshore,81.257,9.99999000001e-7,1000000,1
FES_wind_onshore_Burwell_Main_2035,Z12,wind_onshore,58.194,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectNGET_Z12_2035,Z12,wind_onshore,165.60514365951997,9.99999000001e-7,1000000,1
FES_wind_onshore_Eaton_Socon_2035,Z12,wind_onshore,103.72099999999999,9.99999000001e-7,1000000,1
FES_wind_onshore_Norwich_Main_2035,Z12,wind_onshore,26.833,9.99999000001e-7,1000000,1
FES_wind_onshore_Pelham_2035,Z12,wind_onshore,0.808,9.99999000001e-7,1000000,1
FES_wind_onshore_Walpole__A_2035,Z12,wind_onshore,399.49399999999997,9.99999000001e-7,1000000,1
FES_wind_onshore_Walpole__B_2035,Z12,wind_onshore,37.575,9.99999000001e-7,1000000,1
FES_wind_onshore_Aberthaw_2035,Z13,wind_onshore,0.754,9.99999000001e-7,1000000,1
FES_wind_onshore_Cardiff_East_2035,Z13,wind_onshore,4.945,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectNGET_Z13_2035,Z13,wind_onshore,439.2268498370025,9.99999000001e-7,1000000,1
FES_wind_onshore_Iron_Acton_2035,Z13,wind_onshore,28.125,9.99999000001e-7,1000000,1
FES_wind_onshore_Margam_Grange_66kV_2035,Z13,wind_onshore,204.098,9.99999000001e-7,1000000,1
FES_wind_onshore_Melksham_2035,Z13,wind_onshore,22.342,9.99999000001e-7,1000000,1
FES_wind_onshore_Minety_2035,Z13,wind_onshore,21.339,9.99999000001e-7,1000000,1
FES_wind_onshore_Pyle_2035,Z13,wind_onshore,96.532,9.99999000001e-7,1000000,1
FES_wind_onshore_Rassau_2035,Z13,wind_onshore,42.207,9.99999000001e-7,1000000,1
FES_wind_onshore_Seabank_2035,Z13,wind_onshore,49.905,9.99999000001e-7,1000000,1
FES_wind_onshore_Swansea_North_2035,Z13,wind_onshore,469.492,9.99999000001e-7,1000000,1
FES_wind_onshore_Upper_Boat_132kV_2035,Z13,wind_onshore,121.99,9.99999000001e-7,1000000,1
FES_wind_onshore_Uskmouth_2035,Z13,wind_onshore,52.097,9.99999000001e-7,1000000,1
FES_wind_onshore_Walham_2035,Z13,wind_onshore,0.039,9.99999000001e-7,1000000,1
FES_wind_onshore_Amersham_Main_2035,Z14,wind_onshore,0.009,9.99999000001e-7,1000000,1
FES_wind_onshore_Cowley_2035,Z14,wind_onshore,0.079,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectNGET_Z14_2035,Z14,wind_onshore,20.91763082911127,9.99999000001e-7,1000000,1
FES_wind_onshore_Ealing_2035,Z14,wind_onshore,0.156,9.99999000001e-7,1000000,1
FES_wind_onshore_East_Claydon_2035,Z14,wind_onshore,1.007,9.99999000001e-7,1000000,1
FES_wind_onshore_Elstree_2035,Z14,wind_onshore,0.069,9.99999000001e-7,1000000,1
FES_wind_onshore_Iver_132kV_2035,Z14,wind_onshore,0.008,9.99999000001e-7,1000000,1
FES_wind_onshore_Iver_66kV_2035,Z14,wind_onshore,8.954999999999998,9.99999000001e-7,1000000,1
FES_wind_onshore_Littlebrook_LPN_2035,Z14,wind_onshore,0.736,9.99999000001e-7,1000000,1
FES_wind_onshore_Loudwater_Amersham_2035,Z14,wind_onshore,0.009,9.99999000001e-7,1000000,1
FES_wind_onshore_Mill_Hill_2035,Z14,wind_onshore,0.008,9.99999000001e-7,1000000,1
FES_wind_onshore_New_Cross_66kV_2035,Z14,wind_onshore,0.02,9.99999000001e-7,1000000,1
FES_wind_onshore_North_Hyde_2035,Z14,wind_onshore,0.032,9.99999000001e-7,1000000,1
FES_wind_onshore_Northfleet_East_2035,Z14,wind_onshore,0.034,9.99999000001e-7,1000000,1
FES_wind_onshore_Sundon_2035,Z14,wind_onshore,12.082999999999998,9.99999000001e-7,1000000,1
FES_wind_onshore_Warley_2035,Z14,wind_onshore,2.254,9.99999000001e-7,1000000,1
FES_wind_onshore_Watford_South_2035,Z14,wind_onshore,0.338,9.99999000001e-7,1000000,1
FES_wind_onshore_West_Ham_2035,Z14,wind_onshore,0.009,9.99999000001e-7,1000000,1
FES_wind_onshore_Willesden_132kV_2035,Z14,wind_onshore,0.006,9.99999000001e-7,1000000,1
FES_wind_onshore_Wimbledon_South_2035,Z14,wind_onshore,0.007,9.99999000001e-7,1000000,1
FES_wind_onshore_Wymondley_2035,Z14,wind_onshore,39.376000000000005,9.99999000001e-7,1000000,1
FES_wind_onshore_Canterbury_2035,Z15,wind_onshore,0.111,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectNGET_Z15_2035,Z15,wind_onshore,68.30778200211856,9.99999000001e-7,1000000,1
FES_wind_onshore_Kemsley_2035,Z15,wind_onshore,45.53,9.99999000001e-7,1000000,1
FES_wind_onshore_Kingsnorth_2035,Z15,wind_onshore,0.097,9.99999000001e-7,1000000,1
FES_wind_onshore_Ninfield_2035,Z15,wind_onshore,135.982,9.99999000001e-7,1000000,1
FES_wind_onshore_Rayleigh_2035,Z15,wind_onshore,121.795,9.99999000001e-7,1000000,1
FES_wind_onshore_Richborough_2035,Z15,wind_onshore,0.023,9.99999000001e-7,1000000,1
FES_wind_onshore_Sellindge_2035,Z15,wind_onshore,0.127,9.99999000001e-7,1000000,1
FES_wind_onshore_Tilbury_2035,Z15,wind_onshore,17.321,9.99999000001e-7,1000000,1
FES_wind_onshore_Bolney_2035,Z16,wind_onshore,0.363,9.99999000001e-7,1000000,1
FES_wind_onshore_Bramley_2035,Z16,wind_onshore,0.774,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectNGET_Z16_2035,Z16,wind_onshore,0.8679514866851151,9.99999000001e-7,1000000,1
FES_wind_onshore_Fawley_2035,Z16,wind_onshore,0.011,9.99999000001e-7,1000000,1
FES_wind_onshore_Fleet_2035,Z16,wind_onshore,37.70099999999999,9.99999000001e-7,1000000,1
FES_wind_onshore_Lovedean_2035,Z16,wind_onshore,30.437,9.99999000001e-7,1000000,1
FES_wind_onshore_Mannington_2035,Z16,wind_onshore,9.187999999999999,9.99999000001e-7,1000000,1
FES_wind_onshore_Nursling_2035,Z16,wind_onshore,0.077,9.99999000001e-7,1000000,1
FES_wind_onshore_Abham_2035,Z17,wind_onshore,1.366,9.99999000001e-7,1000000,1
FES_wind_onshore_Alverdiscott_2035,Z17,wind_onshore,299.094,9.99999000001e-7,1000000,1
FES_wind_onshore_Axminster_2035,Z17,wind_onshore,0.373,9.99999000001e-7,1000000,1
FES_wind_onshore_Bridgewater_2035,Z17,wind_onshore,3.7,9.99999000001e-7,1000000,1
FES_wind_onshore_Chickerell_2035,Z17,wind_onshore,0.94,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectNGET_Z17_2035,Z17,wind_onshore,103.32962448986294,9.99999000001e-7,1000000,1
FES_wind_onshore_Exeter_2035,Z17,wind_onshore,1.853,9.99999000001e-7,1000000,1
FES_wind_onshore_Indian_Queens_2035,Z17,wind_onshore,172.98000000000002,9.99999000001e-7,1000000,1
FES_wind_onshore_Landulph_2035,Z17,wind_onshore,11.496,9.99999000001e-7,1000000,1
FES_wind_onshore_Pembroke_2035,Z17,wind_onshore,29.558,9.99999000001e-7,1000000,1
FES_wind_onshore_Taunton_2035,Z17,wind_onshore,0.21,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectSHETL_Z1_1_2035,Z1_1,wind_onshore,844.8069102278321,9.99999000001e-7,1000000,1
FES_wind_onshore_Ardmore_2035,Z1_2,wind_onshore,59.584,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectSHETL_Z1_2_2035,Z1_2,wind_onshore,194.3674666357873,9.99999000001e-7,1000000,1
FES_wind_onshore_Dunvegan_2035,Z1_2,wind_onshore,74.11,9.99999000001e-7,1000000,1
FES_wind_onshore_Alness_2035,Z1_3,wind_onshore,156.545,9.99999000001e-7,1000000,1
FES_wind_onshore_Brora_2035,Z1_3,wind_onshore,0.014,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectSHETL_Z1_3_2035,Z1_3,wind_onshore,2010.4657340126798,9.99999000001e-7,1000000,1
FES_wind_onshore_Dounreay_2035,Z1_3,wind_onshore,73.267,9.99999000001e-7,1000000,1
FES_wind_onshore_Dunbeath_2035,Z1_3,wind_onshore,14.0,9.99999000001e-7,1000000,1
FES_wind_onshore_Lairg_2035,Z1_3,wind_onshore,48.928000000000004,9.99999000001e-7,1000000,1
FES_wind_onshore_Mybster_2035,Z1_3,wind_onshore,354.16,9.99999000001e-7,1000000,1
FES_wind_onshore_Shin_2035,Z1_3,wind_onshore,92.733,9.99999000001e-7,1000000,1
FES_wind_onshore_Thurso_2035,Z1_3,wind_onshore,237.90499999999997,9.99999000001e-7,1000000,1
FES_wind_onshore_Beauly_2035,Z1_4,wind_onshore,3.448,9.99999000001e-7,1000000,1
FES_wind_onshore_Broadford_2035,Z1_4,wind_onshore,19.252000000000002,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectSHETL_Z1_4_2035,Z1_4,wind_onshore,1324.901832498625,9.99999000001e-7,1000000,1
FES_wind_onshore_Fasnakyle_2035,Z1_4,wind_onshore,15.974,9.99999000001e-7,1000000,1
FES_wind_onshore_Fort_Augustus_2035,Z1_4,wind_onshore,0.022,9.99999000001e-7,1000000,1
FES_wind_onshore_Fort_William_2035,Z1_4,wind_onshore,0.564,9.99999000001e-7,1000000,1
FES_wind_onshore_Grudie_Bridge_2035,Z1_4,wind_onshore,0.848,9.99999000001e-7,1000000,1
FES_wind_onshore_Inverness_2035,Z1_4,wind_onshore,60.874,9.99999000001e-7,1000000,1
FES_wind_onshore_Orrin_2035,Z1_4,wind_onshore,41.881,9.99999000001e-7,1000000,1
FES_wind_onshore_Arbroath_2035,Z2,wind_onshore,8.58,9.99999000001e-7,1000000,1
FES_wind_onshore_Boat_of_Garten_2035,Z2,wind_onshore,41.047,9.99999000001e-7,1000000,1
FES_wind_onshore_Bridge_of_Dun_2035,Z2,wind_onshore,31.994999999999997,9.99999000001e-7,1000000,1
FES_wind_onshore_Clayhills_2035,Z2,wind_onshore,0.008,9.99999000001e-7,1000000,1
FES_wind_onshore_Craigiebuckler_2035,Z2,wind_onshore,1.515,9.99999000001e-7,1000000,1
FES_wind_onshore_Dallas_2035,Z2,wind_onshore,92.0,9.99999000001e-7,1000000,1
FES_wind_onshore_DirectSHETL_Z2_2035,Z2,wind_onshore,1912.008056625076,9.99999000001e-7,1000000,1
