name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,q_set,p_dispatch_set,p_store_set,sign,carrier,spill_cost,marginal_cost,marginal_cost_quadratic,marginal_cost_storage,capital_cost,overnight_cost,discount_rate,fom_cost,active,build_year,lifetime,state_of_charge_initial,state_of_charge_initial_per_period,state_of_charge_set,cyclic_state_of_charge,cyclic_state_of_charge_per_period,max_hours,efficiency_store,efficiency_dispatch,standing_loss,inflow,p_nom_opt,lon,lat
FES_Direct_Battery_Feeder_Road_2035_216,Z13,PQ,,95.50779863100793,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,95.50779863100793,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Direct_Battery_Energy_Centre_Royal_Mint_2035_217,Z13,PQ,,95.50779863100793,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,95.50779863100793,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Direct_Battery_Lister_Drive_2035_218,Z9,PQ,,238.29195758436478,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,238.29195758436478,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Direct_Battery_Liverpool_Energy_Management_Facility_2035_219,Z9,PQ,,238.29195758436478,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,238.29195758436478,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Direct_Battery_Stonehill_Energy_Storage_2035_220,Z13,PQ,,238.76949657751982,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,238.76949657751982,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Direct_Battery_Cleve_Hill_Solar_Project_2035_221,Z15,PQ,,716.3084897325595,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,716.3084897325595,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,0.826,51.312
FES_Direct_Battery_Bustleholme_Substation_2035_222,Z11,PQ,,238.29195758436478,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,238.29195758436478,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.647,52.569
FES_Direct_Battery_Clifton_Marsh_Waste_Water_Treatment_Works_2035_223,Z9,PQ,,9.550779863100793,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,9.550779863100793,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Direct_Battery_Larks_Green_Solar_Farm_2035_224,Z13,PQ,,236.38180161174463,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,236.38180161174463,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Direct_Battery_Bloxwich_Battery_2035_225,Z11,PQ,,195.79098719356625,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,195.79098719356625,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.647,52.569
FES_Direct_Battery_Richborough_Energy_Park_2035_226,Z15,PQ,,238.29195758436478,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,238.29195758436478,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,0.826,51.312
FES_Direct_Battery_Newlands_Farm_Battery_Storage_Facility_Phase_2_2035_227,Z16,PQ,,191.01559726201586,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,191.01559726201586,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.725,51.039
FES_Direct_Battery_Native_River_2035_228,Z9,PQ,,272.1972260983726,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,272.1972260983726,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Direct_Battery_Crouch_Solar_Farm_2035_229,Z14,PQ,,238.29195758436478,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,238.29195758436478,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.157,51.536
FES_Direct_Battery_Hirwaun_Stor_Generation___Battery_Storage_2035_230,Z13,PQ,,103.91248491053663,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,103.91248491053663,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Direct_Battery_Rusholme_Grange__2035_231,Z8,PQ,,191.01559726201586,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,191.01559726201586,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.164,53.914
FES_Direct_Battery_South_Farm_Solar_Park_2035_232,Z16,PQ,,47.753899315503965,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,47.753899315503965,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.725,51.039
FES_Direct_Battery_Richborough_Energy_Park___Phase_2_2035_233,Z15,PQ,,239.24703557067488,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,239.24703557067488,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,0.826,51.312
FES_Direct_Battery_North_Norfolk_Business_Centre_Solar_Park___Battery_Energy_Storage_Scheme_2035_234,Z12,PQ,,28.65233958930238,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,28.65233958930238,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,0.4507,52.254
FES_Direct_Battery_Clay_Tye_Farm_Phase_1___Storage_Facility_2035_235,Z14,PQ,,236.38180161174463,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,236.38180161174463,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.157,51.536
FES_Direct_Battery_Clay_Tye_Farm_Phase_2___Storage_Facility_2035_236,Z14,PQ,,236.38180161174463,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,236.38180161174463,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.157,51.536
FES_Direct_Battery_Hawkers_Hill_Energy_Park_2035_237,Z17,PQ,,95.50779863100793,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,95.50779863100793,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.601,50.757
FES_Direct_Battery_National_Grid_Electricity_Substation_Capenhurst_Lane___Battery_Storage_2035_238,Z9,PQ,,477.53899315503963,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,477.53899315503963,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Direct_Battery_Cirencester_Solar_Farm_2035_239,Z13,PQ,,47.753899315503965,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,47.753899315503965,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Direct_Battery_County_Hall_Loansdean___Battery_Storage_2035_240,Z7,PQ,,1.9101559726201587,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,1.9101559726201587,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.186,54.884
FES_Direct_Battery_Eastcroft_Municipal_Depot_2035_241,Z11,PQ,,2.865233958930238,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,2.865233958930238,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.647,52.569
FES_Direct_Battery_Burwell___Battery_Storage_2035_242,Z12,PQ,,238.76949657751982,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,238.76949657751982,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,0.4507,52.254
FES_Direct_Battery_Northern_Isles_New_Energy_Solution_NINES_1_2035_243,Z1_1,PQ,,94.65555555555555,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,94.65555555555555,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.24,60.377
FES_Direct_Battery_Orkney_Storage_Park_Project__2035_244,Z1_3,PQ,,189.3111111111111,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,189.3111111111111,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-4.436,58.107
FES_Direct_Battery_Hywind_2_2035_245,Z2,PQ,,94.65555555555555,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,94.65555555555555,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.173,57.182
FES_Direct_Battery_Limekiln_Wind_Farm_Extension___Battery_2035_246,Z1_3,PQ,,473.27777777777777,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,473.27777777777777,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-4.436,58.107
FES_Direct_Battery_Isle_of_Eigg_Electrification_Project__2035_247,Z1_4,PQ,,0.894302330763403,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,0.894302330763403,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-5.2,57.119
FES_Direct_Battery_Broxburn__2035_248,Z5,PQ,,178.8604661526806,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,178.8604661526806,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.83,55.777
FES_Direct_Battery_Aikengall_II_Community_Wind_Farm_Battery_2035_249,Z5,PQ,,715.4418646107224,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,715.4418646107224,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.83,55.777
FES_Direct_Battery_Whitelee_Wind_Farm_Battery_Storage_Extension_2035_250,Z5,PQ,,447.1511653817015,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,447.1511653817015,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.83,55.777
FES_Direct_Battery_Dunsinane_Industrial_Estate_2035_251,Z3,PQ,,446.2568630509381,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,446.2568630509381,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-4.05,56.442
FES_Direct_Battery_Dundee_Technology_Park_2035_252,Z3,PQ,,446.2568630509381,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,446.2568630509381,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-4.05,56.442
FES_Direct_Battery_Wishaw_Battery_Storage_Facility_2035_253,Z5,PQ,,447.0617351486252,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,447.0617351486252,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.83,55.777
FES_Direct_Battery_Pleasance_Road___Battery_Energy_Facility_2035_254,Z3,PQ,,446.2568630509381,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,446.2568630509381,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-4.05,56.442
FES_Direct_Battery_Jamesfield_Organic_Centre___Battery_Storage_2035_255,Z3,PQ,,438.2081420740675,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,438.2081420740675,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-4.05,56.442
FES_Direct_Battery_Camilla_Battery_Storage_2035_256,Z5,PQ,,447.0617351486252,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,447.0617351486252,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.83,55.777
FES_Domestic_Battery_Bredbury_2035_257,Z9,PQ,,7.726,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,7.726,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Harker_2035_258,Z6,PQ,,13.483,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,13.483,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.483,55.264
FES_Domestic_Battery_Heysham_NGET_2035_259,Z9,PQ,,3.915,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,3.915,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Hutton_2035_260,Z7,PQ,,7.612,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,7.612,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.186,54.884
FES_Domestic_Battery_Kearsley_132kV_2035_261,Z9,PQ,,16.355,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,16.355,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Kirkby_SPEN_2035_262,Z9,PQ,,5.033,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,5.033,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Macclesfield_2035_263,Z9,PQ,,2.391,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,2.391,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Padiham_2035_264,Z9,PQ,,7.961,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,7.961,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Penwortham_East_2035_265,Z9,PQ,,10.665,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,10.665,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Penwortham_West_2035_266,Z9,PQ,,9.428,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,9.428,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Rochdale_2035_267,Z9,PQ,,8.005,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,8.005,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_South_Manchester_2035_268,Z9,PQ,,7.204,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,7.204,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Stalybridge_2035_269,Z9,PQ,,10.084,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,10.084,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Stanah_2035_270,Z9,PQ,,5.206,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,5.206,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Washway_Farm_2035_271,Z9,PQ,,1.04,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,1.04,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Whitegate_2035_272,Z9,PQ,,10.239,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,10.239,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.01,53.386
FES_Domestic_Battery_Tynemouth_132kV_2035_273,Z7,PQ,,7.28,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,7.28,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.186,54.884
FES_Domestic_Battery_Berkswell_2035_274,Z11,PQ,,9.123,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,9.123,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.647,52.569
FES_Domestic_Battery_Bicker_Fen_2035_275,Z10,PQ,,8.672,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,8.672,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.383,53.136
FES_Domestic_Battery_Chesterfield_2035_276,Z10,PQ,,25.563,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,25.563,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.383,53.136
FES_Domestic_Battery_Coventry_2035_277,Z11,PQ,,15.931,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,15.931,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.647,52.569
FES_Domestic_Battery_Drakelow_2035_278,Z11,PQ,,9.11,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,9.11,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.647,52.569
FES_Domestic_Battery_East_Claydon_2035_279,Z14,PQ,,13.475,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,13.475,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.157,51.536
FES_Domestic_Battery_Enderby_2035_280,Z11,PQ,,18.821,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,18.821,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.647,52.569
FES_Domestic_Battery_Grendon_2035_281,Z11,PQ,,32.613,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,32.613,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.647,52.569
FES_Domestic_Battery_Ratcliffe_2035_282,Z11,PQ,,17.072,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,17.072,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.647,52.569
FES_Domestic_Battery_Staythorpe_2035_283,Z10,PQ,,13.265,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,13.265,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.383,53.136
FES_Domestic_Battery_Stoke_Bardolph_2035_284,Z10,PQ,,11.15,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,11.15,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.383,53.136
FES_Domestic_Battery_Walpole__B_2035_285,Z12,PQ,,21.215,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,21.215,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,0.4507,52.254
FES_Domestic_Battery_West_Burton_2035_286,Z10,PQ,,17.925,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,17.925,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-0.383,53.136
FES_Domestic_Battery_Willington_2035_287,Z11,PQ,,22.02,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,22.02,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-1.647,52.569
FES_Domestic_Battery_Aberthaw_2035_288,Z13,PQ,,5.675,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,5.675,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Domestic_Battery_Cardiff_East_2035_289,Z13,PQ,,5.53,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,5.53,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Domestic_Battery_Margam_Grange_66kV_2035_290,Z13,PQ,,0.54,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,0.54,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Domestic_Battery_Pembroke_2035_291,Z17,PQ,,8.409,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,8.409,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.601,50.757
FES_Domestic_Battery_Pyle_2035_292,Z13,PQ,,4.107,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,4.107,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Domestic_Battery_Rassau_2035_293,Z13,PQ,,12.557,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,12.557,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Domestic_Battery_Swansea_North_2035_294,Z13,PQ,,29.218,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,29.218,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Domestic_Battery_Upper_Boat_132kV_2035_295,Z13,PQ,,9.383,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,9.383,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Domestic_Battery_Uskmouth_2035_296,Z13,PQ,,11.574,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,11.574,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-2.946,51.817
FES_Domestic_Battery_Abham_2035_297,Z17,PQ,,28.331,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,28.331,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.601,50.757
FES_Domestic_Battery_Alverdiscott_2035_298,Z17,PQ,,24.423,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,24.423,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.601,50.757
FES_Domestic_Battery_Axminster_2035_299,Z17,PQ,,14.047,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,Domestic Battery,0.0,0.0,0.0,0.0,0.0,,,0.0,True,0,inf,14.047,False,,False,False,2.0,0.92,0.92,0.001,0.0,0.0,-3.601,50.757
